614,7/13/06 15:30,11/20/09 23:56,510,350,3265,10,34
1038,7/15/06 16:12,11/16/09 5:12,304,443,4405,7,156
1437,7/16/06 12:29,11/16/09 16:25,45,73,725,6,37
2615,7/19/06 23:23,11/27/09 18:34,211,230,211,7,0
3148,7/26/06 14:17,11/20/09 17:35,7346,7244,11438,8,97
5593,9/8/06 10:58,11/24/09 6:08,898,1024,2897,8,56
9375,10/18/06 9:58,11/18/09 4:07,53,131,566,9,11
10336,10/24/06 10:05,11/17/09 16:32,754,4103,6181,6,0
10455,10/25/06 4:02,11/15/09 2:51,140,222,1192,9,15
10698,10/26/06 19:04,11/16/09 2:20,140,1329,17457,8,63
11718,11/7/06 14:02,11/24/09 13:41,254,3639,8245,11,31
12527,11/15/06 9:13,11/27/09 17:29,108,92,815,12,49
13602,11/21/06 13:27,11/29/09 7:08,145,395,7468,6,28
15313,11/22/06 9:20,11/14/09 5:55,189,1665,3180,9,20
16683,11/22/06 19:16,11/13/09 8:35,70,322,4458,8,75
17363,11/23/06 2:05,11/18/09 1:33,277,868,4693,10,128
21833,11/25/06 9:10,11/13/09 4:22,87,94,269,8,18
25723,11/27/06 15:40,11/14/09 3:38,242,722,16787,7,139
32613,11/30/06 12:03,11/27/09 10:50,182,490,8384,15,51
46183,12/6/06 12:46,11/18/09 19:01,71,174,300,13,110
47203,12/6/06 22:15,11/14/09 1:53,259,485,4605,3,25
50263,12/8/06 5:45,11/29/09 5:55,130,150,3498,4,117
56733,12/10/06 23:31,11/24/09 23:49,672,780,6795,8,0
60663,12/12/06 8:22,11/21/09 22:38,2855,5413,21166,12,158
63093,12/13/06 3:20,11/20/09 3:37,133,160,549,7,11
157763,12/22/06 6:54,11/16/09 21:09,262,325,2701,6,0
198623,12/23/06 10:18,11/26/09 7:58,152,249,2871,8,69
304713,12/27/06 19:26,11/23/09 11:39,235,385,50356,6,85
451373,1/2/07 7:13,11/22/09 10:04,315,198,4694,9,84
627303,1/11/07 16:19,11/15/09 16:01,234,1845,5411,7,70
638323,1/15/07 14:15,11/25/09 0:08,191,1014,11653,6,35
639393,1/15/07 15:45,11/15/09 19:03,127,151,3116,6,76
642373,1/15/07 19:33,11/21/09 3:44,250,289,4238,7,75
647073,1/16/07 10:27,11/24/09 3:23,350,488,2458,9,149
653843,1/17/07 5:16,11/27/09 6:40,58,202,3876,4,26
659203,1/18/07 1:22,11/27/09 19:24,13,43,640,7,0
660183,1/18/07 8:21,11/25/09 3:47,41,66,808,8,0
665333,1/19/07 9:41,11/15/09 10:05,165,396,5245,13,28
666633,1/19/07 12:32,11/22/09 8:32,279,450,1900,6,73
674433,1/21/07 2:38,11/14/09 11:06,35067,35122,24670,12,105
678323,1/21/07 20:32,11/22/09 8:27,1001,885,8324,7,67
680873,1/22/07 8:35,11/16/09 6:59,321,506,5837,9,101
702363,1/25/07 11:42,11/16/09 19:39,37,10,679,7,7
708623,1/26/07 8:46,11/27/09 12:51,101,128,2636,7,41
709433,1/26/07 11:00,11/15/09 12:40,346,297,4619,5,28
713093,1/27/07 0:59,11/18/09 10:45,75,64,1709,8,35
716013,1/27/07 15:17,11/20/09 9:51,148,107,1821,12,27
720043,1/28/07 10:27,11/14/09 19:58,172,188,2995,14,24
727053,1/29/07 11:37,11/12/09 23:10,310,616,9006,9,159
735513,1/30/07 20:17,11/26/09 21:08,76,221,1369,4,22
738693,1/31/07 10:51,11/16/09 1:03,1,4721,20970,7,90
746493,2/2/07 0:08,11/29/09 1:25,0,0,121,9,0
750963,2/3/07 3:10,11/12/09 16:47,60,56,192,3,0
751443,2/3/07 6:33,11/21/09 8:33,106,1277,1058,3,24
755113,2/5/07 23:17,11/20/09 10:30,309,3663,12927,9,120
756206,2/7/07 12:31,11/24/09 16:13,29,9,38,11,0
758371,2/8/07 13:46,11/13/09 3:14,222,257,4051,15,147
761223,2/9/07 14:05,11/25/09 2:52,425,598,2936,13,46
761483,2/9/07 16:16,11/12/09 18:03,1347,1706,26073,9,65
766658,2/12/07 0:44,11/20/09 16:54,388,263,9326,8,0
771528,2/13/07 21:54,11/16/09 21:53,152,231,7373,6,47
780308,2/19/07 8:29,11/20/09 8:59,168,1004,14697,6,11
781786,2/19/07 18:58,11/22/09 16:47,481,955,7358,14,133
782482,2/20/07 0:56,11/22/09 16:53,252,3438,10974,3,24
784998,2/20/07 18:27,11/22/09 14:43,270,1544,17168,8,154
790949,2/23/07 9:07,11/29/09 2:41,360,258,1922,7,33
794785,2/26/07 1:55,11/24/09 14:42,9,78,164,4,37
803835,3/1/07 11:12,11/27/09 1:54,128,255,1657,5,40
805817,3/2/07 3:55,11/17/09 14:32,2248,2632,6427,9,139
805922,3/2/07 6:16,11/24/09 5:50,207,187,2071,12,7
808664,3/3/07 10:57,11/21/09 14:47,17,32,172,4,0
808851,3/3/07 13:34,11/12/09 18:59,725,732,2283,6,117
810719,3/4/07 14:38,11/12/09 21:04,269,444,8353,13,154
812035,3/5/07 5:15,11/16/09 5:31,392,615,4812,12,70
813512,3/5/07 18:10,11/27/09 12:18,1975,3364,1537,7,141
813669,3/5/07 19:25,11/20/09 0:03,143,623,5101,8,158
813798,3/5/07 20:20,11/20/09 7:55,615,890,6110,5,146
816986,3/6/07 21:38,11/15/09 10:51,61,101,1475,6,41
818340,3/7/07 9:20,11/25/09 18:40,4915,14065,13836,9,158
820251,3/7/07 18:27,11/16/09 20:45,129,701,4168,11,45
820394,3/7/07 19:07,11/19/09 23:55,875,1596,12969,11,143
820694,3/7/07 20:59,11/20/09 11:22,1785,8103,29999,8,75
820972,3/7/07 23:19,11/26/09 22:51,357,401,2001,9,74
821340,3/8/07 4:29,11/27/09 2:05,419,380,1957,14,56
823162,3/8/07 15:42,11/29/09 6:16,1458,7211,37701,9,78
823806,3/8/07 20:01,11/13/09 17:43,153,136,916,11,28
849591,3/9/07 15:57,11/25/09 21:31,246,8626,25275,8,116
859571,3/9/07 21:18,11/15/09 22:17,533,1974,23508,14,18
864371,3/10/07 1:38,11/26/09 22:31,2057,1894,3287,7,45
913721,3/11/07 3:38,11/22/09 23:14,68,29,3162,3,0
930581,3/11/07 10:55,11/16/09 9:05,803,857,1502,6,33
934071,3/11/07 11:42,11/25/09 7:22,1396,2281,4192,9,40
978381,3/11/07 22:03,11/14/09 11:34,189,168,4122,10,128
987901,3/12/07 0:14,11/29/09 12:38,1759,1371,8718,6,152
988491,3/12/07 0:24,11/23/09 21:12,2234,3827,10665,12,115
1016461,3/12/07 10:06,11/23/09 18:18,369,479,3267,11,34
1028821,3/12/07 12:50,11/25/09 22:21,731,485,1920,13,28
1035761,3/12/07 14:37,11/15/09 15:26,456,563,6532,8,55
1039441,3/12/07 15:30,11/12/09 15:46,597,562,2910,11,79
1053341,3/12/07 18:37,11/21/09 12:56,676,1590,16015,14,75
1069651,3/13/07 0:13,11/26/09 11:21,70,186,3771,8,0
1072341,3/13/07 1:19,11/14/09 7:12,1233,1507,13900,10,34
1095931,3/13/07 10:57,11/16/09 10:53,327,553,509,6,0
1097451,3/13/07 11:17,11/15/09 22:39,374,2722,9188,5,110
1101481,3/13/07 12:16,11/14/09 20:05,572,379,1548,10,159
1114011,3/13/07 15:36,11/27/09 5:42,87,156,1626,12,53
1114231,3/13/07 15:41,11/13/09 20:27,751,1173,24898,4,21
1121591,3/13/07 17:38,11/18/09 15:21,494,446,4204,6,17
1144181,3/14/07 3:02,11/25/09 1:59,659,699,2960,6,21
1145151,3/14/07 3:39,11/22/09 19:20,1164,583,1195,9,93
1157891,3/14/07 9:06,11/14/09 10:31,406,362,1072,11,101
1330201,3/16/07 21:40,11/25/09 16:45,356,2318,1974,15,85
1357191,3/17/07 10:05,11/13/09 3:07,220,1103,2603,10,112
1387211,3/17/07 20:05,11/21/09 19:28,219,693,2995,5,0
1393571,3/17/07 22:38,11/19/09 14:32,435,364,1771,8,160
1401261,3/18/07 1:26,11/29/09 2:51,406,1323,41436,8,52
1421521,3/18/07 10:35,11/18/09 0:59,316,1041,1781,8,21
1456331,3/18/07 19:37,11/16/09 21:10,237,116,4475,15,13
1463931,3/18/07 21:28,11/26/09 16:45,37,53,721,6,12
1479681,3/19/07 2:36,11/15/09 0:04,153,859,962,7,20
1501881,3/19/07 8:18,11/26/09 8:21,28883,31756,3941,8,53
1524641,3/19/07 11:28,11/14/09 0:14,1113,1074,17011,5,95
1551941,3/19/07 15:51,11/26/09 15:36,127,133,678,8,32
1565151,3/19/07 19:23,11/14/09 15:44,749,924,12489,9,106
1580771,3/19/07 21:53,11/17/09 0:57,59,181,6114,10,92
1590921,3/20/07 0:12,11/16/09 10:51,37,391,1473,9,9
1643931,3/20/07 11:21,11/16/09 14:35,121,1002,22950,15,94
1659921,3/20/07 14:02,11/15/09 13:07,107,200,7933,11,26
1754641,3/21/07 9:49,11/13/09 18:44,138,12579,31597,15,39
1765001,3/21/07 11:22,11/17/09 19:28,879,1179,16684,6,67
1783541,3/21/07 14:06,11/21/09 13:11,274,359,4227,11,121
1784651,3/21/07 14:22,11/25/09 4:28,171,564,2664,5,0
1834241,3/21/07 23:15,11/17/09 21:30,162,209,3985,8,26
1916331,3/22/07 13:05,11/22/09 7:14,106,414,7051,10,24
1917731,3/22/07 13:15,11/23/09 19:13,22332,20503,6924,7,86
1919751,3/22/07 13:28,11/13/09 4:30,113,94,1917,10,78
1925191,3/22/07 14:08,11/18/09 6:43,306,334,1568,7,100
1937751,3/22/07 15:55,11/17/09 23:55,642,1874,7391,10,29
2020351,3/23/07 10:13,11/19/09 23:31,791,6477,8073,6,132
2063921,3/23/07 18:35,11/21/09 9:33,314,1294,20130,8,111
2149371,3/24/07 21:10,11/29/09 7:47,37,51,1942,7,12
2162791,3/25/07 2:54,11/13/09 5:07,253,2280,28758,6,160
2192201,3/25/07 12:50,11/14/09 4:52,204,8338,3348,9,75
2204991,3/25/07 15:29,11/18/09 10:06,31,50,1013,6,27
2212031,3/25/07 16:59,11/22/09 12:09,46,77,2055,5,16
2269011,3/26/07 2:38,11/22/09 20:29,104,94,656,5,24
2276201,3/26/07 3:56,11/23/09 12:50,295,442,8721,12,140
2300251,3/26/07 8:45,11/14/09 5:41,506,1041,5421,7,42
2304641,3/26/07 9:16,11/20/09 3:58,91,89,420,11,43
2394771,3/26/07 21:48,11/14/09 19:44,229,129,2380,11,160
2400461,3/26/07 23:01,11/22/09 13:27,35,52,330,8,0
2505051,3/27/07 10:09,11/20/09 9:03,90,81,214,10,44
2558991,3/27/07 16:07,11/23/09 16:37,1114,1929,11672,12,155
2681441,3/28/07 11:01,11/18/09 18:13,467,834,12830,8,83
2711581,3/28/07 14:40,11/20/09 4:55,399,496,5744,8,36
2714811,3/28/07 15:09,11/17/09 6:01,7,131,9089,9,40
2728891,3/28/07 16:39,11/18/09 23:22,0,136,3210,3,0
2809821,3/29/07 3:22,11/15/09 9:19,1532,1568,4035,7,107
2846581,3/29/07 9:59,11/12/09 21:21,263,260,10707,5,104
2871341,3/29/07 13:03,11/16/09 18:01,76,83,2955,12,28
