6301,9/18/06 1:07,1/17/10 20:38,3269,3071,861,8,132
10836,10/27/06 14:38,6/18/10 3:35,1949,793,226,9,134
10997,10/29/06 9:50,4/24/10 1:12,1119,9644,38674,12,158
633293,1/14/07 12:40,1/24/10 11:59,2174,6029,12718,11,121
717883,1/27/07 22:14,2/6/10 6:25,7731,7029,873,6,70
763068,2/10/07 10:51,7/26/10 4:48,120,130,686,6,35
783705,2/20/07 11:16,5/22/10 3:35,1660,23977,23205,8,68
788352,2/22/07 4:25,12/31/09 2:18,1320,969,3528,14,106
810011,3/4/07 4:32,1/27/10 6:37,11239,10537,2749,13,59
815299,3/6/07 10:32,4/16/10 21:22,3779,3920,1830,10,120
817045,3/6/07 22:11,1/5/10 13:15,12848,12933,2315,5,63
964981,3/11/07 18:12,1/15/10 2:58,1811,2469,2897,12,88
1091571,3/13/07 9:52,1/3/10 14:19,3697,5129,7819,13,101
1303381,3/16/07 13:28,1/5/10 1:27,2990,3367,2361,14,119
1322691,3/16/07 18:56,1/3/10 1:00,13117,17053,893,9,22
1467621,3/18/07 22:33,1/27/10 10:31,4942,7445,20577,9,134
1599001,3/20/07 2:17,2/19/10 1:36,1591,1683,488,7,89
1907361,3/22/07 12:05,3/12/10 23:26,4995,4570,3033,6,73
2077351,3/23/07 22:21,1/21/10 19:33,1076,1370,1977,12,138
2157321,3/25/07 0:20,1/27/10 12:28,10316,12272,1896,9,50
2219081,3/25/07 18:27,2/28/10 3:03,2001,1534,3681,8,0
2243161,3/25/07 21:50,1/5/10 0:22,8266,8134,1309,8,115
2269491,3/26/07 2:43,1/18/10 3:13,745,829,1064,7,157
2695911,3/28/07 12:44,3/6/10 7:25,3452,3467,1146,8,146
2884771,3/29/07 14:51,5/1/10 5:52,62962,1234960,4068,8,138
3060631,3/31/07 8:20,2/16/10 22:12,9214,8372,6667,8,43
3076591,3/31/07 15:12,3/13/10 6:26,18059,17113,3551,11,114
3136731,4/1/07 11:51,4/4/10 15:20,3449,6042,7403,13,149
3291901,4/3/07 1:04,1/1/10 23:44,6071,5913,2072,8,105
3881391,4/9/07 4:29,1/30/10 6:03,17100,16779,8002,6,139
3908631,4/9/07 9:32,6/8/10 5:55,1998,1797,3523,10,155
4000261,4/10/07 3:09,4/4/10 15:20,241,85,176,6,21
4046051,4/10/07 10:51,3/31/10 14:50,9811,8951,2195,9,55
4319321,4/12/07 2:51,3/15/10 13:26,565,215,471,10,28
4567451,4/13/07 22:38,4/6/10 17:50,1715,620,5667,8,38
5169871,4/18/07 19:36,1/31/10 0:36,1060,299,264,11,37
5414782,4/22/07 18:56,1/22/10 6:03,7133,7060,1950,4,67
5439702,4/23/07 12:30,2/4/10 0:49,13746,15414,4901,6,105
5448632,4/23/07 19:35,2/7/10 13:47,786,341,71,8,116
5609382,4/28/07 13:48,1/4/10 3:35,8172,7567,1670,6,130
5693062,5/1/07 14:50,1/29/10 1:12,18933,17429,8103,8,121
5732162,5/3/07 0:47,7/5/10 13:03,22318,22359,1151,14,99
5751742,5/3/07 16:41,7/17/10 8:10,4851,4472,12101,7,37
5775622,5/4/07 16:09,1/5/10 2:11,13782,13694,743,7,143
5884032,5/8/07 21:44,1/1/10 3:36,5223,5118,57,9,14
5925162,5/10/07 4:54,1/18/10 2:06,8054,8000,2983,7,157
5925682,5/10/07 5:20,1/1/10 11:46,16967,15424,11152,9,36
5971902,5/11/07 14:14,2/11/10 21:30,10937,11365,423,9,74
6002602,5/12/07 23:55,2/22/10 4:51,16593,15082,1224,8,145
6087712,5/16/07 11:29,1/5/10 3:17,14379,13072,5757,14,151
6154322,5/19/07 0:22,1/5/10 12:32,2597,10097,7730,7,144
6228472,5/22/07 5:58,6/6/10 5:08,423,63,20,10,0
6267832,5/23/07 13:17,1/12/10 7:49,191,174,63,8,51
6332272,5/25/07 22:18,7/6/10 9:02,4302,5119,2870,11,133
6333392,5/25/07 23:21,1/31/10 16:10,9018,9111,2769,11,15
6356472,5/27/07 1:33,1/31/10 18:07,1869,1431,2176,11,115
6774442,6/12/07 14:03,2/12/10 7:55,339,150,53,12,156
6859412,6/16/07 17:33,2/26/10 11:05,3512,4492,1072,13,157
6861662,6/16/07 21:46,2/5/10 22:01,3673,3567,1281,12,104
6871812,6/17/07 9:53,7/25/10 1:52,9072,16454,4164,9,81
6901952,6/18/07 18:29,2/18/10 6:27,949,82,6,6,0
6902602,6/18/07 19:00,1/29/10 5:29,462,127,11,8,68
6982452,6/20/07 21:21,5/17/10 4:05,2206,2005,1806,12,0
7024522,6/22/07 16:29,2/9/10 3:00,1659,738,44,5,48
7082702,6/25/07 23:51,4/25/10 1:51,20300,20006,1640,12,147
7087112,6/26/07 5:23,2/8/10 0:59,14368,23308,55415,13,155
7103212,6/27/07 1:31,6/2/10 6:19,858,811,589,8,54
7159492,6/29/07 15:05,2/16/10 19:42,1400,1147,3865,6,19
7251502,7/4/07 9:57,1/27/10 1:36,7207,8420,2672,9,111
7283562,7/6/07 0:37,1/7/10 4:53,20390,20677,755,13,156
7350652,7/9/07 11:38,7/12/10 10:32,99778,97754,7574,6,115
7361162,7/9/07 22:06,1/13/10 2:04,392,102,81,13,85
7400262,7/11/07 7:30,1/1/10 10:50,3051,3534,818,13,155
7540482,7/17/07 14:54,3/11/10 14:15,12313,12244,16421,8,16
7545332,7/17/07 19:24,5/28/10 5:27,3374,3164,2001,8,58
7601182,7/19/07 23:41,1/17/10 19:53,1053,491,456,7,50
7721172,7/25/07 15:55,3/16/10 19:04,2245,2246,4121,11,160
7831092,7/30/07 16:52,2/23/10 18:15,17866,16330,918,8,92
7891352,8/1/07 16:04,1/23/10 1:11,11325,11076,3299,12,153
7891802,8/1/07 16:24,2/26/10 22:47,903,908,91,8,135
7934702,8/3/07 10:57,6/10/10 20:34,876,511,2122,15,156
7946942,8/3/07 22:21,3/12/10 15:09,1830,1623,1228,5,14
7950312,8/4/07 2:40,5/23/10 11:46,4447,4048,1177,15,38
7957772,8/4/07 12:20,1/19/10 2:41,33928,31295,22928,7,47
7967132,8/5/07 1:36,1/5/10 1:26,1879,1768,1470,10,66
7977182,8/5/07 14:14,3/13/10 10:40,7704,7027,1790,8,123
8014432,8/7/07 1:16,2/9/10 1:08,688,551,484,8,43
8014472,8/7/07 1:19,3/4/10 9:02,1837,1829,625,7,62
8066562,8/8/07 17:59,3/30/10 15:02,660,7210,2524,11,36
8180582,8/14/07 7:20,1/22/10 16:13,1944,744,224,10,40
8205942,8/15/07 10:31,5/9/10 20:49,1065,791,886,15,139
8208482,8/15/07 12:59,6/11/10 2:45,705,206,121,7,31
8245052,8/17/07 8:54,1/26/10 19:26,1777,901,1152,15,139
8293982,8/19/07 18:42,8/2/10 13:25,1444,1092,1806,8,92
8377772,8/23/07 3:17,1/1/10 16:32,10293,9794,1906,15,98
8431212,8/25/07 16:02,2/20/10 5:29,2001,889,91,10,58
8440552,8/26/07 7:56,12/31/09 21:29,5986,7160,376,11,36
